City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,okhotsk,59.3833,143.3,15.41,75,100,3.24,RU,1690950056
364,vila franca do campo,37.7167,-25.4333,21.23,91,15,2.02,PT,1690950057
365,empalme,27.9667,-110.8167,35.75,51,48,2.36,MX,1690949654
366,tegueste,28.5167,-16.3167,23.93,89,100,11.32,ES,1690950057
367,mbanza-ngungu,-5.25,14.8667,16.96,94,72,2.4,CD,1690950057
368,nizhniy odes,63.6445,54.856,20.78,50,94,3.12,RU,1690950057
369,pontianak,-0.0333,109.3333,27.99,74,20,4.12,ID,1690950057
370,mombetsu,44.3525,143.3525,32.01,55,40,9.26,JP,1690950057
371,yazman,29.1212,71.7446,34.21,48,0,9.16,PK,1690950058
372,mount pearl,47.5166,-52.7813,14.62,95,20,4.12,CA,1690950058
373,plainview,40.7765,-73.4673,22.64,65,0,2.06,US,1690949998
374,cockburn town,21.4612,-71.1419,28.75,79,75,6.95,TC,1690950058
375,awjilah,29.1081,21.2869,26.69,52,0,3.16,LY,1690950058
376,tidjikja,18.5564,-11.4271,29.26,46,2,7.81,MR,1690950058
377,parintins,-2.6283,-56.7358,24.24,74,85,0.59,BR,1690950058
378,lorengau,-2.0226,147.2712,28.56,75,79,4.65,PG,1690950059
379,macas,-2.3167,-78.1167,18.89,85,84,1.18,EC,1690950059
380,veinticinco de mayo,-35.4323,-60.1727,16.66,93,0,1.79,AR,1690950059
381,chingirlau,51.095,54.0814,24.58,43,8,3.44,KZ,1690950059
382,lanzhou,36.0564,103.7922,30.35,35,85,2.2,CN,1690950059
383,havre,49.5833,0.3333,18.87,94,100,5.66,FR,1690950059
384,sovetsk,55.0839,21.8785,15.82,97,100,3.59,RU,1690950059
385,augusto correa,-1.0217,-46.635,23.64,97,2,1.31,BR,1690950060
386,sipalay,9.75,122.5,29.62,72,100,6.7,PH,1690950060
387,thunder bay,48.4001,-89.3168,15.99,94,20,1.54,CA,1690949862
388,santa terezinha,-29.9002,-50.0904,16.85,88,0,1.86,BR,1690950060
389,pandan,14.0453,124.1694,31.8,63,64,5.41,PH,1690950060
390,doka,13.5167,35.7667,21.1,91,100,3.59,SD,1690950060
391,ayaviri,-14.8864,-70.5889,5.29,37,30,0.22,PE,1690950061
392,barranca,-10.75,-77.7667,18.53,87,16,3.66,PE,1690949644
393,dunedin,-45.8742,170.5036,4.33,74,98,5.36,NZ,1690950061
394,bonthe,7.5264,-12.505,24.86,90,100,3.86,SL,1690950061
395,ajdabiya,30.7554,20.2263,25.0,67,0,1.36,LY,1690950061
396,egilsstadir,65.2653,-14.3948,9.11,95,100,3.62,IS,1690950061
397,mirnyy,62.5353,113.9611,24.02,23,1,0.89,RU,1690950062
398,raduzhnyy,62.0961,77.475,23.99,65,58,4.31,RU,1690950062
399,dabeiba,7.0017,-76.2672,23.12,97,100,0.98,CO,1690950062
400,queenstown,-31.8976,26.8753,3.36,71,8,1.13,ZA,1690950062
401,dangriga,16.9692,-88.2321,27.43,84,99,5.78,BZ,1690950064
402,parambu,-6.2111,-40.6944,19.35,75,0,1.41,BR,1690950066
403,sao felix do xingu,-6.6447,-51.995,25.17,50,91,0.73,BR,1690949840
404,prado,-17.3411,-39.2208,19.88,82,0,2.52,BR,1690950067
405,regina,50.4501,-104.6178,21.06,58,40,5.14,CA,1690950048
406,nishinoomote,30.7333,131.0,30.31,94,75,6.69,JP,1690950068
407,mendaha,-1.0333,103.5833,32.05,55,75,2.36,ID,1690950068
408,crane,31.3974,-102.3501,31.23,30,40,5.69,US,1690950068
409,woodward,36.4337,-99.3904,30.57,32,0,6.17,US,1690950068
410,merritt island,28.5392,-80.672,26.67,89,0,0.89,US,1690950072
411,santa sylvina,-27.8326,-61.1375,23.92,39,0,5.98,AR,1690950073
412,sao joao dos inhamuns,-6.0,-40.2833,21.71,63,0,2.6,BR,1690950073
413,enriquillo,17.9,-71.2333,26.57,88,9,3.24,DO,1690950075
414,tol'yatti,53.5303,49.3461,20.71,63,20,1.58,RU,1690950075
415,tomatlan,19.9333,-105.25,26.24,91,100,1.33,MX,1690950077
416,nacala,-14.5428,40.6728,20.41,80,17,3.48,MZ,1690950077
417,nichinan,31.6,131.3667,30.82,74,90,4.86,JP,1690950077
418,antsiranana,-12.2787,49.2917,23.42,60,20,5.14,MG,1690950078
419,howard springs,-12.497,131.047,32.95,31,46,4.36,AU,1690950078
420,nadym,65.5333,72.5167,24.62,63,5,5.56,RU,1690950078
421,chaman,30.9236,66.4512,33.25,11,0,4.29,PK,1690950078
422,vriddhachalam,11.5,79.3333,31.72,45,100,3.87,IN,1690949834
423,tuensang,26.2833,94.8333,27.49,74,100,0.97,IN,1690950078
424,jogindarnagar,31.9833,76.7667,28.03,72,18,1.83,IN,1690950078
425,brookings,44.3114,-96.7984,24.0,84,0,3.6,US,1690949832
426,nemuro,43.3236,145.575,20.59,81,84,6.11,JP,1690950079
427,midvagur,62.0511,-7.1939,10.46,87,100,5.14,FO,1690950079
428,richards bay,-28.783,32.0377,13.9,75,42,1.7,ZA,1690950079
429,madera,37.1666,-119.8343,29.58,31,13,2.97,US,1690950079
430,aleysk,52.4926,82.7822,28.4,40,0,2.22,RU,1690950080
431,la'ie,21.6477,-157.9253,28.98,72,2,8.09,US,1690950080
432,salahonda,2.1019,-78.7217,26.98,79,96,1.84,CO,1690950080
433,chibougamau,49.9168,-74.3659,11.79,82,0,2.57,CA,1690950080
434,pemangkat,1.1667,108.9667,29.42,74,20,4.14,ID,1690950080
435,saint cloud,45.5608,-94.1625,23.16,81,0,1.54,US,1690949815
436,cannonvale,-20.2833,148.7,19.66,65,2,8.34,AU,1690950080
437,yaren,-0.5472,166.916,28.09,75,68,3.93,NR,1690950081
438,talara,-4.5772,-81.2719,20.86,89,20,4.86,PE,1690950081
439,guaruja,-23.9931,-46.2564,19.38,26,3,0.45,BR,1690950081
440,serra,-20.1286,-40.3078,19.14,94,75,1.03,BR,1690950081
441,brownfield,33.1812,-102.2744,28.86,36,26,2.86,US,1690950081
442,dryden,49.7833,-92.7503,20.16,88,20,2.57,CA,1690950081
443,aasiaat,68.7098,-52.8699,2.65,92,92,1.0,GL,1690950081
444,vyazemskiy,47.5378,134.7525,21.42,98,100,1.94,RU,1690950082
445,six-fours-les-plages,43.0938,5.84,24.73,69,0,2.68,FR,1690950082
446,whakatane,-37.9585,176.9854,11.4,78,89,1.34,NZ,1690950082
447,east ballina,-28.8667,153.5833,20.44,65,99,5.93,AU,1690950082
448,stonehaven,56.9637,-2.2118,12.29,99,31,3.12,GB,1690950082
449,darende,38.5458,37.5058,24.29,42,0,1.62,TR,1690950082
450,dayr hafir,36.1569,37.7078,24.68,73,0,5.91,SY,1690950083
451,namtsy,62.7161,129.6658,21.26,40,30,2.58,RU,1690950083
452,lepsy,46.235,78.9456,33.84,18,61,5.09,KZ,1690950083
453,mizque,-17.941,-65.3402,13.48,68,0,0.96,BO,1690950083
454,plastun,44.7561,136.2939,32.86,49,61,1.73,RU,1690950083
455,alice springs,-23.7,133.8833,23.75,29,0,5.14,AU,1690950083
456,twentynine palms,34.1356,-116.0542,33.08,29,55,1.34,US,1690950084
457,kampong thom,12.7111,104.8887,32.09,56,94,3.44,KH,1690950084
458,ust-tsilma,65.441,52.1498,22.48,44,17,2.25,RU,1690949957
459,vorkuta,67.5,64.0,21.56,61,8,3.33,RU,1690950084
460,mount gambier,-37.8333,140.7667,16.08,62,0,4.98,AU,1690949495
461,linxia chengguanzhen,35.6003,103.2064,26.9,47,63,1.29,CN,1690950084
462,fort-shevchenko,44.5086,50.263,30.41,31,0,8.75,KZ,1690950085
463,mitu,1.1983,-70.1733,21.17,99,63,1.22,CO,1690950085
464,itoman,26.1247,127.6694,26.21,100,75,23.15,JP,1690950085
465,arar,30.9753,41.0381,31.01,25,0,9.26,SA,1690949824
466,inhambane,-23.865,35.3833,17.99,77,75,5.66,MZ,1690950085
467,poso,-1.3959,120.7524,31.86,56,7,2.5,ID,1690950085
468,jinchang,38.4953,102.1739,29.11,37,100,2.52,CN,1690950086
469,mount isa,-20.7333,139.5,27.87,24,2,8.23,AU,1690950086
470,gambiran satu,-8.3939,114.1464,30.29,54,1,2.54,ID,1690950086
471,le port,-20.9373,55.2919,23.0,90,2,2.43,RE,1690950086
472,tromso,69.6496,18.957,15.77,82,0,2.06,NO,1690949798
473,kayyerkan,69.3786,87.7439,20.72,64,3,9.71,RU,1690950086
474,kyelang,32.5833,77.0333,15.33,54,0,1.31,IN,1690950086
475,ruayer,43.0537,-5.5502,14.79,78,0,1.01,ES,1690950087
476,galliano,29.4422,-90.2992,29.0,83,0,0.0,US,1690950087
477,kotlas,61.2611,46.6556,18.06,96,98,1.65,RU,1690950087
478,bubaque,11.2833,-15.8333,26.66,83,99,3.93,GW,1690950087
479,big bear city,34.2611,-116.845,22.13,61,100,0.0,US,1690950088
480,camayenne,9.535,-13.6878,25.48,85,100,4.01,GN,1690950088
481,mandera,3.9366,41.867,25.18,61,100,7.54,KE,1690950088
482,saint croix,17.7397,-64.7388,26.1,87,0,2.17,VI,1690950088
483,marang,5.2056,103.2059,29.95,77,100,0.85,MY,1690950088
484,adjumani,3.3779,31.7909,19.1,98,96,2.58,UG,1690950089
485,slave lake,55.2834,-114.769,16.99,77,0,2.57,CA,1690950089
486,robbah,33.2797,6.9098,28.8,48,0,6.44,DZ,1690950089
487,teguise,29.0605,-13.564,20.12,83,0,9.77,ES,1690950089
488,lata,40.1629,-8.3327,15.5,99,57,0.84,PT,1690950089
489,san patricio,28.017,-97.5169,29.92,66,4,4.9,US,1690950089
490,lompoc,34.6391,-120.4579,15.56,83,100,7.15,US,1690950089
491,saldus,56.6636,22.4881,15.76,98,100,3.87,LV,1690950090
492,necochea,-38.5473,-58.7368,10.99,52,0,3.22,AR,1690950090
493,prince rupert,54.3161,-130.3201,16.83,80,100,3.6,CA,1690950090
494,faya-largeau,17.9257,19.1043,29.23,57,77,7.96,TD,1690950090
495,berdigestyakh,62.0989,126.6992,19.58,44,36,2.72,RU,1690950090
496,zhaqsy,51.9083,67.3133,23.16,57,3,1.43,KZ,1690950090
497,eldivan,40.5298,33.499,22.64,52,76,0.53,TR,1690950091
498,ghazipur,25.5833,83.5667,30.62,72,100,2.23,IN,1690950091
499,kutoarjo,-7.7169,109.9128,30.28,58,69,3.22,ID,1690950091
500,birjand,32.8663,59.2211,29.26,16,0,9.77,IR,1690950091
501,emporia,38.4039,-96.1817,32.11,43,0,5.14,US,1690950004
502,burang,30.25,81.1667,15.17,61,73,2.01,CN,1690950091
503,nevada,39.2502,-116.7512,19.32,41,100,1.3,US,1690949525
504,kristiansund,63.1115,7.732,15.03,88,75,1.03,NO,1690950092
505,illizi,26.4833,8.4667,30.89,18,0,3.57,DZ,1690950092
506,montblanc,41.3465,1.1432,20.96,79,10,0.47,ES,1690950092
507,del rio,29.3627,-100.8968,36.06,32,0,4.63,US,1690950092
508,usogorsk,63.4106,48.6872,21.64,65,99,1.49,RU,1690950092
509,sinjar,36.3209,41.8754,33.06,15,0,3.58,IQ,1690950093
510,altai,46.3722,96.2583,20.92,35,80,0.17,MN,1690950094
511,olupona,7.6,4.1833,23.82,98,100,2.5,NG,1690950094
512,as sanad,34.4628,9.264,24.14,76,0,2.26,TN,1690950094
513,sandnessjoen,66.0217,12.6316,17.06,59,0,1.54,NO,1690950094
514,abashiri,44.0213,144.2697,33.16,52,75,2.57,JP,1690950094
515,tindouf,27.6711,-8.1474,32.25,13,20,6.17,DZ,1690950094
516,rayachoti,14.05,78.75,28.56,55,100,10.25,IN,1690950095
517,selfoss,63.9331,-20.9971,10.02,92,94,1.45,IS,1690950095
518,santa elena de uairen,4.6167,-61.1333,19.0,91,85,0.95,VE,1690950095
519,russellville,35.2784,-93.1338,28.43,44,0,1.54,US,1690950095
520,at-bashi,41.1702,75.8106,21.16,37,99,2.86,KG,1690950095
521,walvis bay,-22.9575,14.5053,18.53,10,0,5.14,NA,1690950095
522,rio grande,-32.035,-52.0986,16.6,94,0,2.77,BR,1690949814
523,pallappatti,10.7,77.8833,30.84,43,100,9.73,IN,1690950096
524,dawesville,30.9224,-84.0091,27.31,90,0,1.54,US,1690950096
525,kronstadt,45.6486,25.6061,18.91,100,100,1.34,RO,1690949999
526,nikolayevsk-on-amure,53.1406,140.73,15.76,73,100,2.88,RU,1690950096
527,ginir,7.1333,40.7,14.59,85,100,4.21,ET,1690950097
528,kone,-21.0595,164.8658,23.77,48,18,5.77,NC,1690950097
529,dubrowna,54.5733,30.6906,16.8,93,89,3.66,BY,1690950097
530,brezno,48.8043,19.6363,12.81,97,67,1.41,SK,1690950097
531,kilindoni,-7.9139,39.6668,24.62,78,6,7.61,TZ,1690950097
532,uray,60.1247,64.7758,19.28,70,100,3.32,RU,1690950097
533,igarka,67.4667,86.5833,27.19,49,0,4.02,RU,1690950098
534,gamba,-2.65,10.0,20.06,83,94,0.8,GA,1690950098
535,kosh-agach,50.0,88.6667,20.72,42,36,1.15,RU,1690950098
536,la mira,18.035,-102.3266,26.9,86,74,1.5,MX,1690950098
537,gorontalo,0.5412,123.0595,31.51,57,14,4.48,ID,1690950098
538,moab,38.5733,-109.5498,27.03,39,21,0.4,US,1690950099
539,city of balikpapan,-1.242,116.8942,29.97,79,20,4.12,ID,1690950099
540,mata-utu,-13.2816,-176.1745,27.93,76,21,3.67,WF,1690950099
541,atlantic,39.4668,-74.6663,21.03,87,32,1.64,US,1690950099
542,newman,37.3138,-121.0208,26.99,51,16,3.63,US,1690950099
543,bardai,11.65,7.2333,21.59,92,100,6.85,NG,1690950099
544,along,28.1667,94.7667,32.35,63,100,0.29,IN,1690950099
545,ghat,24.9647,10.1728,30.28,18,1,2.68,LY,1690950100
546,la sarre,48.8002,-79.1996,11.78,61,49,2.34,CA,1690950100
547,nobeoka,32.5833,131.6667,29.28,72,34,2.92,JP,1690950100
548,piton saint-leu,-21.2196,55.3151,21.06,73,75,2.06,RE,1690950100
549,agua dulce,18.1333,-94.1333,26.14,90,69,3.12,MX,1690950100
550,callao,-12.0667,-77.15,21.16,73,100,4.63,PE,1690949814
551,bela,25.9333,81.9833,29.8,74,100,5.05,IN,1690950101
552,murehwa,-17.6432,31.784,6.8,86,47,2.94,ZW,1690950101
553,phan rang-thap cham,11.5667,108.9833,31.5,57,100,4.55,VN,1690949954
554,gorom-gorom,14.4439,-0.2361,28.95,64,79,7.09,BF,1690950101
555,al 'aziziyah,32.9058,45.0616,38.71,11,0,5.27,IQ,1690950101
556,challapata,-18.9,-66.7667,5.71,18,0,2.36,BO,1690950101
557,lakatoro,-16.0999,167.4164,23.89,64,39,8.02,VU,1690950102
558,kongoussi,13.3258,-1.5347,26.54,71,98,5.45,BF,1690950102
559,leava,-14.3,-178.1667,26.9,80,28,3.14,WF,1690950102
560,tagiura,32.8817,13.3506,26.78,70,0,2.59,LY,1690950102
561,andorra,42.5,1.5,18.21,66,0,1.05,AD,1690950102
562,qala i naw,34.9874,63.1289,30.35,20,0,1.3,AF,1690950102
563,kokopo,-4.352,152.2633,25.91,82,100,7.62,PG,1690950103
564,taltal,-25.4,-70.4833,14.49,86,56,2.12,CL,1690950020
565,kourou,5.1552,-52.6478,23.03,89,3,1.46,GF,1690950103
